Docket_Number,Violation_Number,Issued_Date,Issuing_Department,Last_Hearing_Date,Property_Address,Violation_Type,EntityorPerson(s),Disposition_Description
17CP003219,P005171288,12/5/2016,POLICE,2/3/2017 9:00,3527 W 79TH ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK, ",City non-suit
17CP003219,P005171288,12/5/2016,POLICE,2/3/2017 9:00,3529 W 79TH ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK, ",City non-suit
17CP003219,P005171289,12/5/2016,POLICE,2/3/2017 9:00,3527 W 79TH ,13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit
17CP003219,P005171289,12/5/2016,POLICE,2/3/2017 9:00,3529 W 79TH ,13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit
17CP003219,P005171290,12/5/2016,POLICE,2/3/2017 9:00,3527 W 79TH ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK, ",City non-suit
17CP003219,P005171290,12/5/2016,POLICE,2/3/2017 9:00,3529 W 79TH ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK, ",City non-suit
17CP003219,P005171291,12/5/2016,POLICE,2/3/2017 9:00,3527 W 79TH ,13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit
17CP003219,P005171291,12/5/2016,POLICE,2/3/2017 9:00,3529 W 79TH ,13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit
17CP003219,P005171292,12/5/2016,POLICE,2/3/2017 9:00,3527 W 79TH ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK, ",City non-suit
17CP003219,P005171292,12/5/2016,POLICE,2/3/2017 9:00,3529 W 79TH ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK, ",City non-suit
17CP003219,P005171293,12/5/2016,POLICE,2/3/2017 9:00,3527 W 79TH ,13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit
17CP003219,P005171293,12/5/2016,POLICE,2/3/2017 9:00,3529 W 79TH ,13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit
17CP003221,P005171282,12/5/2016,POLICE,2/3/2017 9:00,3814 W 84TH ,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK, ",City non-suit
17CP003221,P005171283,12/5/2016,POLICE,2/3/2017 9:00,3814 W 84TH ,13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",City non-suit
17CP003221,P005171284,12/5/2016,POLICE,2/3/2017 9:00,3814 W 84TH ,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK, ",City non-suit
17CP003221,P005171285,12/5/2016,POLICE,2/3/2017 9:00,3814 W 84TH ,13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",City non-suit
17CP003221,P005171286,12/5/2016,POLICE,2/3/2017 9:00,3814 W 84TH ,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK, ",City non-suit
17CP003221,P005171287,12/5/2016,POLICE,2/3/2017 9:00,3814 W 84TH ,13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",City non-suit
17CP003222,P005171270,12/5/2016,POLICE,3/3/2017 9:00,3602 W 79TH ,13-12-125  Duty to secure and maintain vacant building.,"BAYVIEW LOAN SERVICING LLC, ",City non-suit
17CP003222,P005171271,12/5/2016,POLICE,3/3/2017 9:00,3602 W 79TH ,13-12-140  Watchman required,"BAYVIEW LOAN SERVICING LLC, ",City non-suit
17CP003222,P005171272,12/5/2016,POLICE,3/3/2017 9:00,3602 W 79TH ,13-12-125  Duty to secure and maintain vacant building.,"BAYVIEW LOAN SERVICING LLC, ",City non-suit
17CP003222,P005171273,12/5/2016,POLICE,3/3/2017 9:00,3602 W 79TH ,13-12-140  Watchman required,"BAYVIEW LOAN SERVICING LLC, ",City non-suit
17CP003222,P005171274,12/5/2016,POLICE,3/3/2017 9:00,3602 W 79TH ,13-12-125  Duty to secure and maintain vacant building.,"BAYVIEW LOAN SERVICING LLC, ",City non-suit
17CP003222,P005171275,12/5/2016,POLICE,3/3/2017 9:00,3602 W 79TH ,13-12-140  Watchman required,"BAYVIEW LOAN SERVICING LLC, ",City non-suit
17CP003227,P005171699,12/5/2016,POLICE,2/3/2017 9:00,4155 W 78TH ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit
17CP003227,P005171700,12/5/2016,POLICE,2/3/2017 9:00,4155 W 78TH ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
17CP003227,P005171701,12/5/2016,POLICE,2/3/2017 9:00,4155 W 78TH ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit
17CP003227,P005171702,12/5/2016,POLICE,2/3/2017 9:00,4155 W 78TH ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
17CP003227,P005171703,12/5/2016,POLICE,2/3/2017 9:00,4155 W 78TH ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
17CP003227,P005171704,12/5/2016,POLICE,2/3/2017 9:00,4155 W 78TH ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit
17CP003229,P005171232,12/5/2016,POLICE,2/3/2017 9:00,6459 S WHIPPLE ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit
17CP003229,P005171233,12/5/2016,POLICE,2/3/2017 9:00,6459 S WHIPPLE ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
17CP003229,P005171234,12/5/2016,POLICE,2/3/2017 9:00,6459 S WHIPPLE ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit
17CP003229,P005171235,12/5/2016,POLICE,2/3/2017 9:00,6459 S WHIPPLE ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
17CP003229,P005171236,12/5/2016,POLICE,2/3/2017 9:00,6459 S WHIPPLE ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit
17CP003229,P005171237,12/5/2016,POLICE,2/3/2017 9:00,6459 S WHIPPLE ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
16CP111660,P005136169,12/3/2016,POLICE,2/3/2017 9:00,1803 W 58TH ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK, ",City non-suit
16CP111660,P005136170,12/3/2016,POLICE,2/3/2017 9:00,1803 W 58TH ,13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit
16CP111660,P005136171,12/3/2016,POLICE,2/3/2017 9:00,1803 W 58TH ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK, ",City non-suit
16CP111660,P005136172,12/3/2016,POLICE,2/3/2017 9:00,1803 W 58TH ,13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit
16CP111660,P005136173,12/3/2016,POLICE,2/3/2017 9:00,1803 W 58TH ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK, ",City non-suit
16CP111660,P005136174,12/3/2016,POLICE,2/3/2017 9:00,1803 W 58TH ,13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit
16CP109385,P005075611,11/30/2016,POLICE,1/6/2017 1:00,4448 W VAN BUREN ,13-12-125  Duty to secure and maintain vacant building.,"AURORA LOAN SERVICES LLC, ",City non-suit
16CP109385,P005075612,11/30/2016,POLICE,1/6/2017 1:00,4448 W VAN BUREN ,13-12-140  Watchman required,"AURORA LOAN SERVICES LLC, ",City non-suit
16CP109385,P005075613,11/30/2016,POLICE,1/6/2017 1:00,4448 W VAN BUREN ,13-12-125  Duty to secure and maintain vacant building.,"AURORA LOAN SERVICES LLC, ",City non-suit
16CP109385,P005075614,11/30/2016,POLICE,1/6/2017 1:00,4448 W VAN BUREN ,13-12-140  Watchman required,"AURORA LOAN SERVICES LLC, ",City non-suit
16CP109364,P005107989,11/29/2016,POLICE,1/6/2017 1:00,2423 W WASHBURNE ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit
16CP109364,P005107989,11/29/2016,POLICE,1/6/2017 1:00,2623 W WASHBURNE ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit
16CP109364,P005107990,11/29/2016,POLICE,1/6/2017 1:00,2423 W WASHBURNE ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
16CP109364,P005107990,11/29/2016,POLICE,1/6/2017 1:00,2623 W WASHBURNE ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
16CP109364,P005107992,11/29/2016,POLICE,1/6/2017 1:00,2423 W WASHBURNE ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
16CP109364,P005107992,11/29/2016,POLICE,1/6/2017 1:00,2623 W WASHBURNE ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
16CP109364,P005107994,11/29/2016,POLICE,1/6/2017 1:00,2423 W WASHBURNE ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
16CP109364,P005107994,11/29/2016,POLICE,1/6/2017 1:00,2623 W WASHBURNE ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
16CP110993,P005075575,11/29/2016,POLICE,1/6/2017 1:00,415 W 61ST ,13-12-140  Watchman required,"MIDFIRST BANK, ",City non-suit
16CP110993,P005075576,11/29/2016,POLICE,1/6/2017 1:00,415 W 61ST ,13-12-125  Duty to secure and maintain vacant building.,"MIDFIRST BANK, ",City non-suit
16CP110993,P005075577,11/29/2016,POLICE,1/6/2017 1:00,415 W 61ST ,13-12-140  Watchman required,"MIDFIRST BANK, ",City non-suit
16CP110993,P005075578,11/29/2016,POLICE,1/6/2017 1:00,415 W 61ST ,13-12-125  Duty to secure and maintain vacant building.,"MIDFIRST BANK, ",City non-suit
16CP110009,P004988827,11/26/2016,POLICE,1/6/2017 11:00,7740 S SAGINAW ,13-12-125  Duty to secure and maintain vacant building.,"US BANK, ",City non-suit
16CP110009,P004988842,11/26/2016,POLICE,1/6/2017 11:00,7740 S SAGINAW ,13-12-140  Watchman required,"US BANK, ",City non-suit
16CP109366,P005083803,11/25/2016,POLICE,1/6/2017 1:00,2110 S HARDING ,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK NA, ",City non-suit
16CP109366,P005083805,11/25/2016,POLICE,1/6/2017 1:00,2110 S HARDING ,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK NA, ",City non-suit
16CP109366,P005107986,11/25/2016,POLICE,1/6/2017 1:00,2110 S HARDING ,13-12-140  Watchman required,"JP MORGAN CHASE BANK NA, ",City non-suit
16CP109366,P005107987,11/25/2016,POLICE,1/6/2017 1:00,2110 S HARDING ,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK NA, ",City non-suit
16CP109366,P005107988,11/25/2016,POLICE,1/6/2017 1:00,2110 S HARDING ,13-12-140  Watchman required,"JP MORGAN CHASE BANK NA, ",City non-suit
16CP111653,P005143051,11/25/2016,POLICE,2/3/2017 9:00,5424 S WINCHESTER ,13-12-125  Duty to secure and maintain vacant building.,"US BANK, ",City non-suit
16CP111653,P005143052,11/25/2016,POLICE,2/3/2017 9:00,5424 S WINCHESTER ,13-12-140  Watchman required,"US BANK, ",City non-suit
16CP111653,P005143053,11/25/2016,POLICE,2/3/2017 9:00,5424 S WINCHESTER ,13-12-125  Duty to secure and maintain vacant building.,"US BANK, ",City non-suit
16CP111653,P005143054,11/25/2016,POLICE,2/3/2017 9:00,5424 S WINCHESTER ,13-12-140  Watchman required,"US BANK, ",City non-suit
16CP111653,P005143055,11/25/2016,POLICE,2/3/2017 9:00,5424 S WINCHESTER ,13-12-125  Duty to secure and maintain vacant building.,"US BANK, ",City non-suit
16CP111653,P005143056,11/25/2016,POLICE,2/3/2017 9:00,5424 S WINCHESTER ,13-12-140  Watchman required,"US BANK, ",City non-suit
16CP110992,P005075571,11/22/2016,POLICE,1/6/2017 1:00,6824 S LOOMIS ,13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",City non-suit
16CP110992,P005075572,11/22/2016,POLICE,1/6/2017 1:00,6824 S LOOMIS ,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK, ",City non-suit
16CP110992,P005075573,11/22/2016,POLICE,1/6/2017 1:00,6824 S LOOMIS ,13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",City non-suit
16CP110992,P005075574,11/22/2016,POLICE,1/6/2017 1:00,6824 S LOOMIS ,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK, ",City non-suit
16CP107701,P005136748,11/21/2016,POLICE,1/6/2017 9:00,5708 S LAFLIN ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK, ",City non-suit
16CP107701,P005136749,11/21/2016,POLICE,1/6/2017 9:00,5708 S LAFLIN ,13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit
16CP107701,P005136750,11/21/2016,POLICE,1/6/2017 9:00,5708 S LAFLIN ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK, ",City non-suit
16CP107701,P005136751,11/21/2016,POLICE,1/6/2017 9:00,5708 S LAFLIN ,13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit
16CP107701,P005136752,11/21/2016,POLICE,1/6/2017 9:00,5708 S LAFLIN ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK, ",City non-suit
16CP107701,P005136753,11/21/2016,POLICE,1/6/2017 9:00,5708 S LAFLIN ,13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit
16CP109389,P005076030,11/21/2016,POLICE,1/6/2017 1:00,4234 W ADAMS ,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK, ",City non-suit
16CP109389,P005076031,11/21/2016,POLICE,1/6/2017 1:00,4234 W ADAMS ,13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",City non-suit
16CP109389,P005076032,11/21/2016,POLICE,1/6/2017 1:00,4234 W ADAMS ,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK, ",City non-suit
16CP109389,P005076033,11/21/2016,POLICE,1/6/2017 1:00,4234 W ADAMS ,13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",City non-suit
16CP107678,P004991765,11/18/2016,POLICE,1/6/2017 11:00,9205 S BELL ,13-12-140  Watchman required,"WELLS FARGO BANK NA, ",City non-suit
16CP107678,P004991767,11/18/2016,POLICE,1/6/2017 11:00,9205 S BELL ,13-12-140  Watchman required,"WELLS FARGO BANK NA, ",City non-suit
16CP107678,P004991769,11/18/2016,POLICE,1/6/2017 11:00,9205 S BELL ,13-12-140  Watchman required,"WELLS FARGO BANK NA, ",City non-suit
16CP107688,P005136885,11/17/2016,POLICE,1/6/2017 9:00,1848 W 59TH ,13-12-140  Watchman required,"HSBC BANK, ",City non-suit
16CP107688,P005136886,11/17/2016,POLICE,1/6/2017 9:00,1848 W 59TH ,13-12-125  Duty to secure and maintain vacant building.,"HSBC BANK, ",City non-suit
16CP107688,P005136887,11/17/2016,POLICE,1/6/2017 9:00,1848 W 59TH ,13-12-140  Watchman required,"HSBC BANK, ",City non-suit
16CP107688,P005136888,11/17/2016,POLICE,1/6/2017 9:00,1848 W 59TH ,13-12-125  Duty to secure and maintain vacant building.,"HSBC BANK, ",City non-suit
16CP107688,P005136889,11/17/2016,POLICE,1/6/2017 9:00,1848 W 59TH ,13-12-140  Watchman required,"HSBC BANK, ",City non-suit
16CP107688,P005136890,11/17/2016,POLICE,1/6/2017 9:00,1848 W 59TH ,13-12-125  Duty to secure and maintain vacant building.,"HSBC BANK, ",City non-suit
16CP107690,P005137152,11/17/2016,POLICE,1/6/2017 9:00,5915 S ADA ,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK, ",City non-suit
16CP107690,P005137153,11/17/2016,POLICE,1/6/2017 9:00,5915 S ADA ,13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",City non-suit
16CP107690,P005137154,11/17/2016,POLICE,1/6/2017 9:00,5915 S ADA ,13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",City non-suit
16CP107690,P005137155,11/17/2016,POLICE,1/6/2017 9:00,5915 S ADA ,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK, ",City non-suit
16CP107690,P005137156,11/17/2016,POLICE,1/6/2017 9:00,5915 S ADA ,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK, ",City non-suit
16CP107690,P005137157,11/17/2016,POLICE,1/6/2017 9:00,5915 S ADA ,13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",City non-suit
16CP107692,P005137119,11/17/2016,POLICE,4/21/2017 10:00,5942 S PEORIA ,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK NA, ",City Non suit - Motion to set-aside default - Granted
16CP107692,P005137120,11/17/2016,POLICE,4/21/2017 10:00,5942 S PEORIA ,13-12-140  Watchman required,"JP MORGAN CHASE BANK NA, ",City Non suit - Motion to set-aside default - Granted
16CP107692,P005137121,11/17/2016,POLICE,4/21/2017 10:00,5942 S PEORIA ,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK NA, ",City Non suit - Motion to set-aside default - Granted
16CP107692,P005137122,11/17/2016,POLICE,4/21/2017 10:00,5942 S PEORIA ,13-12-140  Watchman required,"JP MORGAN CHASE BANK NA, ",City Non suit - Motion to set-aside default - Granted
16CP107692,P005137123,11/17/2016,POLICE,4/21/2017 10:00,5942 S PEORIA ,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK NA, ",City Non suit - Motion to set-aside default - Granted
16CP107692,P005137124,11/17/2016,POLICE,4/21/2017 10:00,5942 S PEORIA ,13-12-140  Watchman required,"JP MORGAN CHASE BANK NA, ",City Non suit - Motion to set-aside default - Granted
16CP107694,P005136351,11/17/2016,POLICE,1/6/2017 9:00,6114 S BISHOP ,13-12-125  Duty to secure and maintain vacant building.,"REO PARTNERS LLC, ",City non-suit
16CP107694,P005136352,11/17/2016,POLICE,1/6/2017 9:00,6114 S BISHOP ,13-12-140  Watchman required,"REO PARTNERS LLC, ",City non-suit
16CP107694,P005136353,11/17/2016,POLICE,1/6/2017 9:00,6114 S BISHOP ,13-12-125  Duty to secure and maintain vacant building.,"REO PARTNERS LLC, ",City non-suit
16CP107694,P005136354,11/17/2016,POLICE,1/6/2017 9:00,6114 S BISHOP ,13-12-140  Watchman required,"REO PARTNERS LLC, ",City non-suit
16CP107694,P005136355,11/17/2016,POLICE,1/6/2017 9:00,6114 S BISHOP ,13-12-125  Duty to secure and maintain vacant building.,"REO PARTNERS LLC, ",City non-suit
16CP107694,P005136356,11/17/2016,POLICE,1/6/2017 9:00,6114 S BISHOP ,13-12-140  Watchman required,"REO PARTNERS LLC, ",City non-suit
16CP107714,P004986644,11/17/2016,POLICE,1/6/2017 11:00,7950 S LAFLIN ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK, ",City non-suit
16CP107714,P004986645,11/17/2016,POLICE,1/6/2017 11:00,7950 S LAFLIN ,13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit
16CP107714,P004986646,11/17/2016,POLICE,1/6/2017 11:00,7950 S LAFLIN ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK, ",City non-suit
16CP107714,P004986647,11/17/2016,POLICE,1/6/2017 11:00,7950 S LAFLIN ,13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit
16CP107670,P005142984,11/16/2016,POLICE,1/6/2017 9:00,1320  50TH ,13-12-125  Duty to secure and maintain vacant building.,"FEDERAL NATL MTG ASSN, ",City non-suit
16CP107670,P005142984,11/16/2016,POLICE,1/6/2017 9:00,1320 W 50TH ,13-12-125  Duty to secure and maintain vacant building.,"FEDERAL NATL MTG ASSN, ",City non-suit
16CP107670,P005142984,11/16/2016,POLICE,1/6/2017 9:00,1320 W 50TH ST ,13-12-125  Duty to secure and maintain vacant building.,"FEDERAL NATL MTG ASSN, ",City non-suit
16CP107670,P005142986,11/16/2016,POLICE,1/6/2017 9:00,1320  50TH ,13-12-140  Watchman required,"FEDERAL NATL MTG ASSN, ",City non-suit
16CP107670,P005142986,11/16/2016,POLICE,1/6/2017 9:00,1320 W 50TH ,13-12-140  Watchman required,"FEDERAL NATL MTG ASSN, ",City non-suit
16CP107670,P005142986,11/16/2016,POLICE,1/6/2017 9:00,1320 W 50TH ST ,13-12-140  Watchman required,"FEDERAL NATL MTG ASSN, ",City non-suit
16CP107670,P005142987,11/16/2016,POLICE,1/6/2017 9:00,1320  50TH ,13-12-125  Duty to secure and maintain vacant building.,"FEDERAL NATL MTG ASSN, ",City non-suit
16CP107670,P005142987,11/16/2016,POLICE,1/6/2017 9:00,1320 W 50TH ,13-12-125  Duty to secure and maintain vacant building.,"FEDERAL NATL MTG ASSN, ",City non-suit
16CP107670,P005142987,11/16/2016,POLICE,1/6/2017 9:00,1320 W 50TH ST ,13-12-125  Duty to secure and maintain vacant building.,"FEDERAL NATL MTG ASSN, ",City non-suit
16CP107670,P005142988,11/16/2016,POLICE,1/6/2017 9:00,1320  50TH ,13-12-140  Watchman required,"FEDERAL NATL MTG ASSN, ",City non-suit
16CP107670,P005142988,11/16/2016,POLICE,1/6/2017 9:00,1320 W 50TH ,13-12-140  Watchman required,"FEDERAL NATL MTG ASSN, ",City non-suit
16CP107670,P005142988,11/16/2016,POLICE,1/6/2017 9:00,1320 W 50TH ST ,13-12-140  Watchman required,"FEDERAL NATL MTG ASSN, ",City non-suit
16CP107670,P005142989,11/16/2016,POLICE,1/6/2017 9:00,1320  50TH ,13-12-125  Duty to secure and maintain vacant building.,"FEDERAL NATL MTG ASSN, ",City non-suit
16CP107670,P005142989,11/16/2016,POLICE,1/6/2017 9:00,1320 W 50TH ,13-12-125  Duty to secure and maintain vacant building.,"FEDERAL NATL MTG ASSN, ",City non-suit
16CP107670,P005142989,11/16/2016,POLICE,1/6/2017 9:00,1320 W 50TH ST ,13-12-125  Duty to secure and maintain vacant building.,"FEDERAL NATL MTG ASSN, ",City non-suit
16CP107670,P005142990,11/16/2016,POLICE,1/6/2017 9:00,1320  50TH ,13-12-140  Watchman required,"FEDERAL NATL MTG ASSN, ",City non-suit
16CP107670,P005142990,11/16/2016,POLICE,1/6/2017 9:00,1320 W 50TH ,13-12-140  Watchman required,"FEDERAL NATL MTG ASSN, ",City non-suit
16CP107670,P005142990,11/16/2016,POLICE,1/6/2017 9:00,1320 W 50TH ST ,13-12-140  Watchman required,"FEDERAL NATL MTG ASSN, ",City non-suit
16CP109371,P005075462,11/16/2016,POLICE,1/6/2017 1:00,4050 W CARROLL ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit
16CP109371,P005075463,11/16/2016,POLICE,1/6/2017 1:00,4050 W CARROLL ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
16CP109371,P005075464,11/16/2016,POLICE,1/6/2017 1:00,4050 W CARROLL ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit
